final_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.376,1725245983,,False,1,c3f09415,2024-09-02_04-59-43,2384.3914086818695,2384.3914086818695,20276,dl580-gpu3.unipi.it,131.114.142.6,2384.3914086818695,1
