final_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.506,1718319120,,False,1,65aa151f,2024-06-14_00-52-00,2323.790949821472,2323.790949821472,44519,dl580-gpu3.unipi.it,131.114.142.6,2323.790949821472,1
