final_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6,1725851308,,False,1,973f6e61,2024-09-09_05-08-28,2353.4062819480896,2353.4062819480896,44291,dl580-gpu3.unipi.it,131.114.142.6,2353.4062819480896,1
