final_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.396,1721431269,,False,1,97b346f7,2024-07-20_01-21-09,2341.3942136764526,2341.3942136764526,93150,dl580-gpu3.unipi.it,131.114.142.6,2341.3942136764526,1
