final_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.204,1725987702,,False,1,b41acdb4,2024-09-10_19-01-42,2834.882041454315,2834.882041454315,51616,dl580-gpu3.unipi.it,131.114.142.6,2834.882041454315,1
