final_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.398,1725201691,,False,1,3e86dd6d,2024-09-01_16-41-31,2341.769032716751,2341.769032716751,134467,dl580-gpu3.unipi.it,131.114.142.6,2341.769032716751,1
