tau,original_grad_norm,regularized_grad_norm,original_last_known,original_last_new,regul_last_known,regul_last_new
0.01751002399078916,14.429817199707031,826.7117919921875,4.366318702697754,4.366318702697754,2.5816688537597656,2.5816688537597656
0.02272996487736835,16.79108428955078,999.9998168945312,4.545589923858643,0.0,6.2336745262146,0.0
0.029552213088343673,14.093693733215332,686.5335693359375,1.7670729160308838,0.0,4.396939277648926,0.0
0.03847809423751076,17.322174072265625,570.341064453125,1.6396187543869019,0.0,3.6814584732055664,0.0
0.05016767848890747,8.78221321105957,239.21742248535156,1.0716907978057861,0.0,1.9730242490768433,0.0
0.05016767848890747,6.153006076812744,212.01377868652344,0.7393765449523926,0.0,1.6044377088546753,0.0
0.05016767848890747,9.872469902038574,292.0929260253906,2.3319711685180664,0.0,2.290259838104248,0.0
0.05016767848890747,17.585765838623047,376.3233337402344,2.4137215614318848,0.0,2.3159658908843994,0.0
0.06549041695350262,23.380165100097656,443.63580322265625,3.257831335067749,0.0,2.615091323852539,0.0
0.08559200163068818,14.622786521911621,308.06304931640625,3.7633235454559326,0.0,2.3311636447906494,0.0
0.08559200163068818,8.633450508117676,194.5216827392578,1.3825039863586426,0.0,1.4036409854888916,0.0
0.08559200163068818,9.255749702453613,245.0205078125,2.220844030380249,0.0,1.8836380243301392,0.0
0.08559200163068818,13.402178764343262,289.0345153808594,2.6690328121185303,0.0,1.9774516820907593,0.0
0.08559200163068818,7.214264392852783,170.67152404785156,2.1494834423065186,0.0,1.2845019102096558,0.0
0.08559200163068818,7.662868499755859,159.1376953125,2.021944999694824,0.0,1.5940781831741333,0.0
0.08559200163068818,6.058993339538574,181.010498046875,1.6410744190216064,0.0,1.5534634590148926,0.0
0.08559200163068818,7.457536697387695,193.28616333007812,1.5938448905944824,0.0,1.578295111656189,0.0
0.08559200163068818,9.975289344787598,182.4840545654297,2.5083212852478027,0.0,1.4556150436401367,0.0
0.08559200163068818,11.419881820678711,228.5888671875,2.4298815727233887,0.0,1.7321258783340454,0.0
0.08559200163068818,10.554890632629395,229.1676788330078,1.7295455932617188,0.0,1.5657776594161987,0.0
0.11198266053066437,8.417155265808105,172.322265625,1.619701862335205,0.0,1.322309136390686,0.0
0.11198266053066437,10.394319534301758,200.15396118164062,1.2984930276870728,0.0,1.4319127798080444,0.0
0.11198266053066437,7.828614234924316,160.34445190429688,1.746164321899414,0.0,1.1098942756652832,0.0
0.11198266053066437,13.368943214416504,194.01559448242188,2.386009693145752,0.0,1.2885781526565552,0.0
0.1466537764174275,16.74159049987793,220.1436309814453,3.2457633018493652,0.0,1.426020622253418,0.0
0.1466537764174275,7.323920249938965,129.30975341796875,1.7665408849716187,0.0,0.9283297657966614,0.0
