final_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.492,1721109978,,False,1,e7b3c906,2024-07-16_08-06-18,2335.7666578292847,2335.7666578292847,5141,dl580-gpu3.unipi.it,131.114.142.6,2335.7666578292847,1
