final_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.516,1718423465,,False,1,9c80ef4e,2024-06-15_05-51-05,2274.963226556778,2274.963226556778,82424,dl580-gpu3.unipi.it,131.114.142.6,2274.963226556778,1
