final_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.292,1725976306,,False,1,2353d02e,2024-09-10_15-51-46,2829.1771380901337,2829.1771380901337,51616,dl580-gpu3.unipi.it,131.114.142.6,2829.1771380901337,1
