final_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.588,1726190022,,False,1,2e64b616,2024-09-13_03-13-42,620.0574171543121,620.0574171543121,92252,dl580-gpu3.unipi.it,131.114.142.6,620.0574171543121,1
