final_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.05,1725325877,,False,1,7c26e62a,2024-09-03_03-11-17,2350.8191974163055,2350.8191974163055,118628,dl580-gpu3.unipi.it,131.114.142.6,2350.8191974163055,1
